Line Number,Bytecode ID,Instruction Index,Function identifier,Function label,Instruction,Hits,Misses,Classes seen
639,203,52,224,_ScaleConstraint.init-values,STORE_FIELD,999,1,1
640,203,76,224,_ScaleConstraint.init-values,STORE_FIELD,999,1,1
641,203,88,224,_ScaleConstraint.init-values,LOAD_FIELD,0,1000,1
645,204,4,225,_ScaleConstraint.add_to_graph,LOAD_FIELD,999,1,1
645,204,8,225,_ScaleConstraint.add_to_graph,LOAD_FIELD,999,1,1
646,204,32,225,_ScaleConstraint.add_to_graph,LOAD_FIELD,999,1,1
646,204,36,225,_ScaleConstraint.add_to_graph,LOAD_FIELD,0,1000,1
647,204,60,225,_ScaleConstraint.add_to_graph,LOAD_FIELD,999,1,1
647,204,64,225,_ScaleConstraint.add_to_graph,LOAD_FIELD,999,1,1
648,204,92,225,_ScaleConstraint.add_to_graph,LOAD_FIELD,999,1,1
648,204,88,225,_ScaleConstraint.add_to_graph,LOAD_FIELD,999,1,1
649,204,128,225,_ScaleConstraint.add_to_graph,STORE_FIELD,999,1,1
662,206,12,227,_ScaleConstraint.execute,LOAD_FIELD,23023,1,1
663,206,32,227,_ScaleConstraint.execute,LOAD_FIELD,23012,1,1
663,206,104,227,_ScaleConstraint.execute,STORE_FIELD,23012,1,1
664,206,56,227,_ScaleConstraint.execute,LOAD_FIELD,23012,1,1
664,206,84,227,_ScaleConstraint.execute,LOAD_FIELD,23012,1,1
664,206,88,227,_ScaleConstraint.execute,LOAD_FIELD,23012,1,1
664,206,72,227,_ScaleConstraint.execute,LOAD_FIELD,23012,1,1
664,206,68,227,_ScaleConstraint.execute,LOAD_FIELD,23012,1,1
664,206,60,227,_ScaleConstraint.execute,LOAD_FIELD,23012,1,1
667,206,116,227,_ScaleConstraint.execute,LOAD_FIELD,10,1,1
667,206,188,227,_ScaleConstraint.execute,STORE_FIELD,10,1,1
668,206,152,227,_ScaleConstraint.execute,LOAD_FIELD,10,1,1
668,206,168,227,_ScaleConstraint.execute,LOAD_FIELD,10,1,1
668,206,156,227,_ScaleConstraint.execute,LOAD_FIELD,10,1,1
668,206,140,227,_ScaleConstraint.execute,LOAD_FIELD,10,1,1
668,206,144,227,_ScaleConstraint.execute,LOAD_FIELD,10,1,1
668,206,172,227,_ScaleConstraint.execute,LOAD_FIELD,10,1,1
674,207,12,228,_ScaleConstraint.inputs_do,LOAD_FIELD,1001,1,1
675,207,40,228,_ScaleConstraint.inputs_do,LOAD_FIELD,1000,1,1
676,207,64,228,_ScaleConstraint.inputs_do,LOAD_FIELD,1000,1,1
677,207,88,228,_ScaleConstraint.inputs_do,LOAD_FIELD,1000,1,1
679,207,112,228,_ScaleConstraint.inputs_do,LOAD_FIELD,0,1,1
680,207,136,228,_ScaleConstraint.inputs_do,LOAD_FIELD,0,1,1
681,207,160,228,_ScaleConstraint.inputs_do,LOAD_FIELD,0,1,1
686,208,12,229,_ScaleConstraint.recalculate,LOAD_FIELD,5005,1,1
687,208,32,229,_ScaleConstraint.recalculate,LOAD_FIELD,5003,1,1
688,208,52,229,_ScaleConstraint.recalculate,LOAD_FIELD,5003,1,1
691,208,72,229,_ScaleConstraint.recalculate,LOAD_FIELD,1,1,1
692,208,92,229,_ScaleConstraint.recalculate,LOAD_FIELD,1,1,1
695,208,120,229,_ScaleConstraint.recalculate,LOAD_FIELD,5005,1,1
695,208,132,229,_ScaleConstraint.recalculate,LOAD_FIELD,5005,1,1
695,208,148,229,_ScaleConstraint.recalculate,STORE_FIELD,5005,1,1
695,208,116,229,_ScaleConstraint.recalculate,LOAD_FIELD,5005,1,1
696,208,176,229,_ScaleConstraint.recalculate,LOAD_FIELD,5003,1,1
696,208,180,229,_ScaleConstraint.recalculate,LOAD_FIELD,5003,1,1
696,208,192,229,_ScaleConstraint.recalculate,LOAD_FIELD,4003,1,1
696,208,196,229,_ScaleConstraint.recalculate,LOAD_FIELD,4003,1,1
696,208,208,229,_ScaleConstraint.recalculate,STORE_FIELD,5005,1,1
696,208,164,229,_ScaleConstraint.recalculate,LOAD_FIELD,5005,1,1
698,208,232,229,_ScaleConstraint.recalculate,LOAD_FIELD,2004,1000,1
698,208,220,229,_ScaleConstraint.recalculate,LOAD_FIELD,5005,1,1
717,218,16,231,_Variable.init-values,STORE_FIELD,3002,1,1
718,218,44,231,_Variable.init-values,STORE_FIELD,3002,1,1
719,218,56,231,_Variable.init-values,LOAD_FIELD,3002,1,1
719,218,60,231,_Variable.init-values,LOAD_FIELD,0,3003,1
722,219,4,232,_Variable.add_constraint,LOAD_FIELD,7005,1,1
722,219,8,232,_Variable.add_constraint,LOAD_FIELD,4003,3003,1
725,220,8,233,_Variable.remove_constraint,LOAD_FIELD,5,5,1
725,220,4,233,_Variable.remove_constraint,LOAD_FIELD,9,1,1
726,220,40,233,_Variable.remove_constraint,LOAD_FIELD,9,1,1
726,220,72,233,_Variable.remove_constraint,STORE_FIELD,4,1,1
731,223,4,0,repl,LOAD_FIELD,0,1,1
